?????,Customer_ID,Transaction_Date,Deposit_Amount
2013,C00674,12/29/2023,1000
2014,C00775,5/27/2023,1000
2015,C00383,7/16/2023,100
2016,C00008,1/3/2024,50
2017,C00779,4/24/2023,100
2018,C00091,6/13/2023,1000
2019,C00309,8/31/2023,1000
2020,C00044,4/1/2023,1000
2021,C00769,1/28/2024,500
2022,C00717,9/7/2023,500
2023,C00271,11/20/2023,500
2024,C00593,6/14/2023,50
2025,C00220,1/27/2024,500
2026,C00999,3/3/2023,1000
2027,C00111,8/14/2023,100
2028,C00754,3/6/2023,200
2029,C00355,2/4/2024,300
2030,C00477,8/29/2023,100
2031,C00033,6/25/2023,100
2032,C00854,10/2/2023,100
2033,C00720,9/26/2023,500
2034,C00320,11/12/2023,2000
2035,C00967,12/10/2023,100
2036,C00910,8/9/2023,100
2037,C00216,9/15/2023,500
2038,C00324,6/15/2023,100
2039,C00846,3/5/2023,100
2040,C00246,8/8/2023,100
2041,C00270,4/13/2023,2000
2042,C00673,3/13/2023,2000
2043,C00829,11/8/2023,100
2044,C00258,6/28/2023,1000
2045,C00970,8/27/2023,50
2046,C00076,7/4/2023,5000
2047,C00566,3/3/2023,100
2048,C00514,9/24/2023,5000
2049,C00703,10/2/2023,1000
2050,C00215,6/18/2023,200
2051,C00842,6/23/2023,50
2052,C00674,2/15/2024,500
2053,C00163,12/29/2023,200
2054,C00273,3/17/2023,2000
2055,C00779,8/4/2023,50
2056,C00151,10/27/2023,50
2057,C00975,12/12/2023,500
2058,C00085,10/21/2023,5000
2059,C00704,11/11/2023,200
2060,C00166,2/12/2024,300
2061,C00339,10/7/2023,300
2062,C00485,7/8/2023,50
2063,C00599,12/22/2023,100
2064,C00628,6/28/2023,200
2065,C00189,6/6/2023,2000
2066,C00733,2/25/2024,500
2067,C00271,7/16/2023,50
2068,C00148,3/5/2023,200
2069,C00558,10/3/2023,200
2070,C00767,12/11/2023,50
2071,C00665,8/27/2023,50
2072,C00476,6/22/2023,1000
2073,C00930,8/30/2023,100
2074,C00615,1/29/2024,200
2075,C00018,11/10/2023,50
2076,C00368,3/13/2023,1000
2077,C00498,1/13/2024,100
2078,C00822,1/3/2024,200
2079,C00440,2/22/2024,300
2080,C00874,12/13/2023,1000
2081,C00151,11/10/2023,50
2082,C00437,10/26/2023,500
2083,C00834,2/10/2024,100
2084,C00148,12/3/2023,500
2085,C00966,12/30/2023,200
2086,C00382,8/14/2023,100
2087,C00673,5/14/2023,50
2088,C00853,1/2/2024,500
2089,C00733,9/6/2023,1000
2090,C00906,4/14/2023,2000
2091,C00448,2/18/2024,50
2092,C00727,7/20/2023,300
2093,C00974,1/13/2024,50
2094,C00601,5/18/2023,50
2095,C00006,11/10/2023,100
2096,C00200,6/29/2023,300
2097,C00219,2/21/2024,50
2098,C00177,3/9/2023,50
2099,C00409,4/20/2023,100
2100,C00247,12/31/2023,500
2101,C00574,9/29/2023,100
2102,C00486,6/28/2023,50
2103,C00528,10/9/2023,50
2104,C00882,12/26/2023,500
2105,C00062,3/19/2023,100
2106,C00917,9/18/2023,200
2107,C00512,5/1/2023,2000
2108,C00299,6/24/2023,1000
2109,C00692,12/27/2023,100
2110,C00520,8/1/2023,500
2111,C00512,5/15/2023,100
2112,C00768,11/2/2023,100
2113,C00539,6/14/2023,1000
2114,C00002,3/6/2023,1000
2115,C00887,6/18/2023,100
2116,C00536,8/9/2023,200
2117,C00560,1/30/2024,2000
2118,C00174,11/18/2023,500
2119,C00274,12/29/2023,200
2120,C00390,7/16/2023,100
2121,C00566,3/21/2023,100
2122,C00788,4/10/2023,50
2123,C00023,8/15/2023,1000
2124,C00808,6/29/2023,100
2125,C00879,3/29/2023,50
2126,C00908,3/18/2023,500
2127,C00847,12/22/2023,200
2128,C00484,10/31/2023,200
2129,C00992,1/27/2024,200
2130,C00081,8/15/2023,300
2131,C00867,6/14/2023,500
2132,C00891,2/22/2024,100
2133,C00836,6/2/2023,2000
2134,C00471,2/28/2024,300
2135,C00957,3/24/2023,2000
2136,C00304,5/19/2023,200
2137,C00377,9/21/2023,200
2138,C00201,1/24/2024,200
2139,C00551,7/18/2023,50
2140,C00435,11/12/2023,500
2141,C00698,12/31/2023,2000
2142,C00056,1/21/2024,500
2143,C00395,6/14/2023,1000
2144,C00329,4/9/2023,200
2145,C00369,12/20/2023,2000
2146,C00705,4/13/2023,100
2147,C00229,8/8/2023,50
2148,C00156,4/11/2023,50
2149,C00910,12/31/2023,1000
2150,C00788,10/15/2023,100
2151,C00802,6/17/2023,2000
2152,C00416,10/22/2023,50
2153,C00946,6/27/2023,50
2154,C00388,10/26/2023,100
2155,C00629,11/29/2023,1000
2156,C00395,8/1/2023,500
2157,C00222,7/31/2023,200
2158,C00426,3/2/2023,50
2159,C00077,7/11/2023,50
2160,C00658,2/12/2024,500
2161,C00932,6/28/2023,100
2162,C00464,9/22/2023,50
2163,C00288,5/21/2023,100
2164,C00672,7/8/2023,100
2165,C00146,2/19/2024,100
2166,C00677,10/14/2023,200
2167,C00885,9/24/2023,5000
2168,C00242,9/16/2023,100
2169,C00510,8/10/2023,2000
2170,C00623,4/9/2023,300
2171,C00649,11/9/2023,500
2172,C00527,12/5/2023,2000
2173,C00751,11/14/2023,200
2174,C00092,6/4/2023,200
2175,C00770,10/14/2023,100
2176,C00389,12/5/2023,200
2177,C00828,10/8/2023,200
2178,C00436,1/14/2024,2000
2179,C00390,8/27/2023,500
2180,C00720,11/16/2023,200
2181,C00090,5/8/2023,1000
2182,C00600,1/18/2024,200
2183,C00504,9/30/2023,200
2184,C00187,3/1/2023,2000
2185,C00855,1/23/2024,1000
2186,C00904,10/22/2023,50
2187,C00789,3/13/2023,50
2188,C00991,4/15/2023,2000
2189,C00720,7/12/2023,100
2190,C00566,4/8/2023,1000
2191,C00289,3/31/2023,200
2192,C00718,4/11/2023,100
2193,C00952,7/18/2023,500
2194,C00600,6/9/2023,100
2195,C00763,6/27/2023,300
2196,C00016,1/24/2024,300
2197,C00510,5/24/2023,200
2198,C00448,6/8/2023,1000
2199,C00080,9/12/2023,50
2200,C00165,7/13/2023,5000
2201,C00003,1/31/2024,300
2202,C00681,6/16/2023,200
2203,C00451,12/12/2023,50
2204,C00243,7/21/2023,1000
2205,C00977,1/21/2024,50
2206,C00274,1/22/2024,200
2207,C00650,8/12/2023,100
2208,C00653,10/18/2023,1000
2209,C00556,9/13/2023,50
2210,C00429,8/14/2023,50
2211,C00393,11/30/2023,200
2212,C00262,12/1/2023,300
2213,C00355,7/2/2023,50
2214,C00836,7/17/2023,500
2215,C00464,11/8/2023,50
2216,C00381,6/1/2023,50
2217,C00622,4/22/2023,300
2218,C00689,11/22/2023,1000
2219,C00573,11/11/2023,300
2220,C00625,6/6/2023,50
2221,C00501,2/7/2024,300
2222,C00272,2/21/2024,200
2223,C00448,7/6/2023,1000
2224,C00195,3/21/2023,50
2225,C00588,10/15/2023,2000
2226,C00928,10/21/2023,100
2227,C00089,8/26/2023,100
2228,C00379,8/25/2023,50
2229,C00924,2/27/2024,200
2230,C00505,7/26/2023,300
2231,C00360,8/14/2023,1000
2232,C00869,7/25/2023,500
2233,C00235,12/5/2023,1000
2234,C00787,10/13/2023,100
2235,C00875,3/29/2023,50
2236,C00337,10/19/2023,500
2237,C00795,10/2/2023,200
2238,C00344,8/22/2023,100
2239,C00858,10/25/2023,50
2240,C00810,7/25/2023,50
2241,C00759,10/26/2023,500
2242,C00842,6/30/2023,50
2243,C00086,8/3/2023,50
2244,C00179,10/3/2023,200
2245,C00569,1/13/2024,300
2246,C00914,9/2/2023,50
2247,C00612,12/27/2023,500
2248,C00614,8/25/2023,200
2249,C00441,11/21/2023,50
2250,C00716,7/20/2023,200
2251,C00265,12/21/2023,5000
2252,C00259,4/30/2023,200
2253,C00720,11/23/2023,1000
2254,C00352,2/23/2024,100
2255,C00885,10/24/2023,1000
2256,C00502,6/12/2023,100
2257,C00465,8/16/2023,200
2258,C00967,8/24/2023,2000
2259,C00012,7/14/2023,5000
2260,C00640,6/5/2023,100
2261,C00548,3/13/2023,100
2262,C00550,12/16/2023,200
2263,C00371,2/9/2024,5000
2264,C00156,8/17/2023,2000
2265,C00276,2/28/2024,50
2266,C00767,6/17/2023,5000
2267,C00526,1/22/2024,50
2268,C00177,2/8/2024,200
2269,C00898,1/1/2024,100
2270,C00979,2/5/2024,100
2271,C00224,4/12/2023,200
2272,C00582,12/31/2023,1000
2273,C00258,7/25/2023,300
2274,C00191,4/11/2023,200
2275,C00634,8/22/2023,1000
2276,C00560,2/9/2024,50
2277,C00350,1/19/2024,100
2278,C00496,7/17/2023,100
2279,C00708,5/15/2023,500
2280,C00308,1/9/2024,1000
2281,C00567,10/16/2023,200
2282,C00485,2/19/2024,200
2283,C00771,3/13/2023,500
2284,C00252,8/25/2023,1000
2285,C00396,9/24/2023,50
2286,C00865,1/27/2024,500
2287,C00548,9/15/2023,200
2288,C00159,4/1/2023,500
2289,C00341,6/24/2023,50
2290,C00664,6/10/2023,1000
2291,C00284,7/10/2023,300
2292,C00987,1/18/2024,500
2293,C00498,9/26/2023,200
2294,C00630,12/31/2023,1000
2295,C00851,5/10/2023,50
2296,C00246,9/3/2023,50
2297,C00499,10/3/2023,100
2298,C00119,3/24/2023,500
2299,C00203,1/31/2024,300
2300,C00428,9/15/2023,200
2301,C00540,8/30/2023,500
2302,C00200,8/20/2023,300
2303,C00477,4/1/2023,200
2304,C00700,4/27/2023,300
2305,C00704,9/20/2023,2000
2306,C00047,7/16/2023,50
2307,C00395,11/15/2023,100
2308,C00190,1/22/2024,200
2309,C00120,7/11/2023,1000
2310,C00987,7/24/2023,200
2311,C00426,10/1/2023,200
2312,C00068,10/19/2023,300
2313,C00593,7/2/2023,100
2314,C00140,2/9/2024,1000
2315,C00713,4/10/2023,100
2316,C00010,6/26/2023,50
2317,C00620,1/18/2024,500
2318,C00826,12/12/2023,50
2319,C00658,12/3/2023,5000
2320,C00902,9/7/2023,100
2321,C00186,3/26/2023,100
2322,C00555,11/11/2023,1000
2323,C00858,2/29/2024,50
2324,C00246,2/8/2024,200
2325,C00016,4/8/2023,500
2326,C00025,11/17/2023,100
2327,C00534,11/21/2023,50
2328,C00226,2/18/2024,50
2329,C00453,4/22/2023,500
2330,C00683,3/12/2023,50
2331,C00517,6/28/2023,1000
2332,C00166,12/21/2023,300
2333,C00541,3/21/2023,200
2334,C00815,1/11/2024,300
2335,C00273,9/12/2023,50
2336,C00593,6/11/2023,2000
2337,C00861,7/12/2023,500
2338,C00988,2/1/2024,50
2339,C00892,2/23/2024,50
2340,C00985,8/9/2023,2000
2341,C00182,3/23/2023,1000
2342,C00645,7/21/2023,200
2343,C00781,8/11/2023,500
2344,C00875,2/17/2024,1000
2345,C00141,2/5/2024,50
2346,C00345,1/21/2024,500
2347,C00709,10/13/2023,50
2348,C00150,3/9/2023,500
2349,C00739,2/15/2024,500
2350,C00761,12/14/2023,50
2351,C00702,8/5/2023,300
2352,C00267,4/25/2023,300
2353,C00016,8/9/2023,50
2354,C00470,10/1/2023,300
2355,C00436,5/11/2023,100
2356,C00157,2/28/2024,50
2357,C00986,6/15/2023,300
2358,C00939,11/23/2023,100
2359,C00849,1/20/2024,200
2360,C00159,11/13/2023,100
2361,C00327,1/9/2024,200
2362,C00090,10/5/2023,100
2363,C00063,1/12/2024,200
2364,C00141,5/25/2023,100
2365,C00186,8/28/2023,500
2366,C00789,1/28/2024,100
2367,C00042,4/25/2023,500
2368,C00391,10/4/2023,5000
2369,C00815,12/8/2023,100
2370,C00399,2/7/2024,50
2371,C00776,6/30/2023,100
2372,C00098,5/15/2023,5000
2373,C00858,10/16/2023,1000
2374,C00704,1/28/2024,2000
2375,C00346,11/8/2023,500
2376,C00171,10/15/2023,100
2377,C00106,10/28/2023,50
2378,C00527,10/31/2023,100
2379,C00683,12/5/2023,500
2380,C00566,2/26/2024,100
2381,C00967,11/17/2023,200
2382,C00893,9/18/2023,100
2383,C00667,1/14/2024,100
2384,C00716,3/30/2023,100
2385,C00522,12/24/2023,1000
2386,C00377,1/23/2024,200
2387,C00913,2/8/2024,300
2388,C00492,7/18/2023,1000
2389,C00900,7/31/2023,500
2390,C00002,5/23/2023,100
2391,C00239,1/16/2024,100
2392,C00858,1/6/2024,200
2393,C00852,9/20/2023,2000
2394,C00672,10/16/2023,5000
2395,C00170,9/1/2023,100
2396,C00405,7/22/2023,50
2397,C00561,11/19/2023,300
2398,C00884,4/27/2023,500
2399,C00755,5/17/2023,100
2400,C00712,9/17/2023,1000
2401,C00048,4/18/2023,100
2402,C00666,9/26/2023,50
2403,C00715,1/22/2024,200
2404,C00003,5/2/2023,5000
2405,C00732,9/21/2023,300
2406,C00407,8/16/2023,50
2407,C00524,12/6/2023,2000
2408,C00239,2/19/2024,200
2409,C00038,4/28/2023,50
2410,C00354,7/7/2023,100
2411,C00052,5/24/2023,100
2412,C00349,2/9/2024,50
2413,C00741,5/24/2023,300
2414,C00501,3/21/2023,500
2415,C00906,12/18/2023,1000
2416,C00409,11/13/2023,2000
2417,C00759,5/10/2023,100
2418,C00658,10/29/2023,50
2419,C00978,11/11/2023,2000
2420,C00769,12/14/2023,1000
2421,C00669,12/30/2023,100
2422,C00485,5/24/2023,500
2423,C00536,3/30/2023,50
2424,C00254,5/28/2023,200
2425,C00554,2/24/2024,200
2426,C00649,7/2/2023,2000
2427,C00817,9/21/2023,300
2428,C00765,11/12/2023,1000
2429,C00326,10/6/2023,500
2430,C00614,12/8/2023,50
2431,C00743,2/12/2024,200
2432,C00497,5/13/2023,100
2433,C00044,8/21/2023,50
2434,C00015,10/12/2023,1000
2435,C00192,6/25/2023,300
2436,C00578,12/18/2023,1000
2437,C00781,4/19/2023,50
2438,C00764,6/7/2023,50
2439,C00747,12/25/2023,1000
2440,C00815,12/14/2023,1000
2441,C00211,9/7/2023,300
2442,C00677,3/30/2023,2000
2443,C00478,1/4/2024,500
2444,C00236,3/9/2023,300
2445,C00719,7/24/2023,100
2446,C00779,9/4/2023,500
2447,C00475,4/6/2023,50
2448,C00982,10/18/2023,300
2449,C00159,3/18/2023,100
2450,C00393,3/2/2023,100
2451,C00880,9/12/2023,300
2452,C00877,9/27/2023,5000
2453,C00600,3/8/2023,300
2454,C00975,3/31/2023,200
2455,C00196,7/17/2023,300
2456,C00422,10/16/2023,500
2457,C00944,6/9/2023,100
2458,C00788,9/8/2023,100
2459,C00062,1/9/2024,200
2460,C00679,11/20/2023,300
2461,C00437,7/28/2023,50
2462,C00478,1/11/2024,50
2463,C00563,2/20/2024,200
2464,C00039,12/5/2023,200
2465,C00061,1/11/2024,100
2466,C00784,5/11/2023,300
2467,C00009,11/19/2023,300
2468,C00305,1/1/2024,5000
2469,C00713,12/14/2023,50
2470,C00329,6/2/2023,500
2471,C00222,10/4/2023,50
2472,C00613,9/10/2023,100
2473,C00338,10/14/2023,500
2474,C00730,1/17/2024,5000
2475,C00310,7/3/2023,50
2476,C00200,2/6/2024,2000
2477,C00836,4/11/2023,50
2478,C00633,6/4/2023,200
2479,C00883,1/13/2024,50
2480,C00550,1/16/2024,300
2481,C00796,9/24/2023,50
2482,C00165,3/24/2023,100
2483,C00105,2/12/2024,100
2484,C00660,1/16/2024,50
2485,C00570,4/23/2023,100
2486,C00482,5/27/2023,200
2487,C00899,4/12/2023,2000
2488,C00631,11/1/2023,200
2489,C00515,2/3/2024,1000
2490,C00010,5/26/2023,100
2491,C00564,3/24/2023,200
2492,C00999,9/20/2023,100
2493,C00537,11/27/2023,200
2494,C00138,10/22/2023,100
2495,C00009,1/24/2024,50
2496,C00698,7/25/2023,100
2497,C00313,1/11/2024,500
2498,C00336,6/29/2023,200
2499,C00200,9/12/2023,300
2500,C00263,9/5/2023,100
2501,C00001,5/30/2023,100
2502,C00908,7/27/2023,50
2503,C00138,4/12/2023,50
2504,C00331,2/19/2024,300
2505,C00492,7/25/2023,500
2506,C00693,12/8/2023,200
2507,C00869,5/20/2023,200
2508,C00626,12/26/2023,100
2509,C00418,10/9/2023,5000
2510,C00762,2/10/2024,200
2511,C00576,7/30/2023,300
2512,C00977,12/31/2023,300
2513,C00572,7/1/2023,500
2514,C00926,6/12/2023,5000
2515,C00207,9/18/2023,50
2516,C00408,10/10/2023,100
2517,C00749,7/18/2023,2000
2518,C00698,1/26/2024,500
2519,C00772,12/9/2023,500
2520,C00635,1/25/2024,50
2521,C00079,7/26/2023,100
2522,C00096,12/21/2023,200
2523,C00909,12/11/2023,2000
2524,C00057,8/24/2023,100
2525,C00560,12/28/2023,50
2526,C00195,9/11/2023,100
2527,C00072,5/19/2023,2000
2528,C00344,1/29/2024,1000
2529,C00996,4/4/2023,50
2530,C00353,12/6/2023,500
2531,C00914,4/15/2023,2000
2532,C00362,10/15/2023,500
2533,C00211,11/15/2023,50
2534,C00770,1/15/2024,500
2535,C00625,6/17/2023,2000
2536,C00156,5/28/2023,100
2537,C00887,12/16/2023,300
2538,C00781,8/21/2023,500
2539,C00127,6/21/2023,5000
2540,C00447,2/9/2024,50
2541,C00133,11/4/2023,100
2542,C00469,11/10/2023,200
2543,C00357,3/31/2023,1000
2544,C00996,8/13/2023,2000
2545,C00056,3/14/2023,50
2546,C00500,11/2/2023,500
2547,C00919,9/4/2023,300
2548,C00336,12/2/2023,2000
2549,C00900,9/20/2023,500
2550,C00900,8/28/2023,200
2551,C00978,5/16/2023,50
2552,C00876,6/27/2023,500
2553,C00303,11/29/2023,100
2554,C00381,7/30/2023,300
2555,C00117,12/4/2023,200
2556,C00673,7/17/2023,1000
2557,C00877,7/23/2023,200
2558,C00132,8/18/2023,100
2559,C00887,6/6/2023,50
2560,C00041,7/21/2023,50
2561,C00229,9/13/2023,100
2562,C00262,10/24/2023,100
2563,C00632,10/19/2023,500
2564,C00435,9/9/2023,100
2565,C00106,4/24/2023,1000
2566,C00114,11/17/2023,50
2567,C00182,8/31/2023,500
2568,C00741,12/27/2023,50
2569,C00052,5/8/2023,50
2570,C00654,10/3/2023,500
2571,C00582,9/21/2023,100
2572,C00989,1/30/2024,100
2573,C00592,2/6/2024,50
2574,C00569,3/31/2023,50
2575,C00231,12/19/2023,50
2576,C00531,2/4/2024,200
2577,C00438,6/13/2023,500
2578,C00400,1/10/2024,500
2579,C00778,9/15/2023,1000
2580,C00549,5/22/2023,50
2581,C00131,10/11/2023,500
2582,C00974,2/13/2024,2000
2583,C00290,3/15/2023,300
2584,C00033,8/12/2023,500
2585,C00491,1/4/2024,50
2586,C00068,8/28/2023,500
2587,C00396,1/7/2024,100
2588,C00719,12/20/2023,1000
2589,C00980,9/15/2023,1000
2590,C00102,6/13/2023,100
2591,C00293,8/20/2023,100
2592,C00934,9/19/2023,50
2593,C00993,11/10/2023,50
2594,C00322,8/17/2023,1000
2595,C00327,3/10/2023,2000
2596,C00117,1/5/2024,300
2597,C00546,6/7/2023,500
2598,C00595,7/2/2023,5000
2599,C00371,5/12/2023,300
2600,C00060,3/25/2023,300
2601,C00829,5/1/2023,50
2602,C00694,4/6/2023,2000
2603,C00031,10/28/2023,50
2604,C00021,2/25/2024,1000
2605,C00442,6/26/2023,500
2606,C00839,8/23/2023,200
2607,C00929,10/16/2023,50
2608,C00663,2/11/2024,100
2609,C00485,6/15/2023,300
2610,C00348,5/9/2023,100
2611,C00166,11/6/2023,300
2612,C00813,5/21/2023,100
2613,C00891,5/19/2023,500
2614,C00649,9/5/2023,1000
2615,C00449,3/5/2023,2000
2616,C00614,8/30/2023,50
2617,C00701,11/28/2023,100
2618,C00504,6/18/2023,200
2619,C00309,2/1/2024,100
2620,C00810,12/27/2023,100
2621,C00020,8/1/2023,2000
2622,C00152,3/12/2023,5000
2623,C00855,2/1/2024,100
2624,C00362,11/26/2023,100
2625,C00506,9/15/2023,200
2626,C00871,12/24/2023,100
2627,C00195,4/17/2023,200
2628,C00103,7/15/2023,100
2629,C00131,3/29/2023,5000
2630,C00620,5/2/2023,50
2631,C00243,1/26/2024,50
2632,C00838,10/17/2023,2000
2633,C00091,11/29/2023,1000
2634,C00933,2/7/2024,100
2635,C00658,12/1/2023,100
2636,C00579,11/30/2023,1000
2637,C00862,12/15/2023,50
2638,C00725,11/1/2023,50
2639,C00554,9/10/2023,500
2640,C00609,4/10/2023,300
2641,C00939,4/4/2023,500
2642,C00871,3/2/2023,100
2643,C00479,3/15/2023,300
2644,C00122,5/21/2023,50
2645,C00180,2/12/2024,200
2646,C00947,5/28/2023,100
2647,C00304,2/17/2024,2000
2648,C00251,5/1/2023,2000
2649,C00199,5/2/2023,1000
2650,C00144,10/28/2023,500
2651,C00526,7/23/2023,200
2652,C00209,10/21/2023,100
2653,C00925,12/2/2023,50
2654,C00035,1/6/2024,200
2655,C00218,3/13/2023,500
2656,C00682,9/12/2023,50
2657,C00133,9/30/2023,50
2658,C00879,7/29/2023,2000
2659,C00016,9/4/2023,50
2660,C00163,9/16/2023,300
2661,C00735,8/27/2023,50
2662,C00672,6/16/2023,100
2663,C00517,4/23/2023,200
2664,C00664,8/8/2023,500
2665,C00039,7/29/2023,500
2666,C00406,2/18/2024,500
2667,C00102,8/13/2023,50
2668,C00494,9/4/2023,200
2669,C00337,10/30/2023,100
2670,C00292,4/23/2023,100
2671,C00824,9/10/2023,1000
2672,C00688,8/25/2023,200
2673,C00501,12/29/2023,50
2674,C00118,5/6/2023,100
2675,C00427,1/10/2024,300
2676,C00337,2/17/2024,1000
2677,C00357,6/15/2023,100
2678,C00523,5/18/2023,500
2679,C00170,8/24/2023,50
2680,C00562,8/1/2023,2000
2681,C00716,2/24/2024,100
2682,C00388,1/16/2024,200
2683,C00607,6/29/2023,200
2684,C00965,7/29/2023,300
2685,C00727,11/14/2023,1000
2686,C00980,9/26/2023,1000
2687,C00350,12/14/2023,200
2688,C00339,11/14/2023,50
2689,C00638,7/20/2023,200
2690,C00165,4/15/2023,1000
2691,C00871,6/13/2023,50
2692,C00648,8/24/2023,200
2693,C00936,10/5/2023,500
2694,C00147,10/23/2023,1000
2695,C00188,1/3/2024,500
2696,C00936,2/16/2024,2000
2697,C00600,2/8/2024,500
2698,C00634,4/12/2023,300
2699,C00844,11/16/2023,300
2700,C00408,6/28/2023,500
2701,C00458,4/16/2023,100
2702,C00967,6/24/2023,100
2703,C00729,4/30/2023,100
2704,C00461,11/29/2023,200
2705,C00014,8/23/2023,300
2706,C00597,5/4/2023,1000
2707,C00094,11/19/2023,500
2708,C00149,1/19/2024,50
2709,C00088,5/18/2023,300
2710,C00144,10/10/2023,50
2711,C00420,8/3/2023,300
2712,C00725,10/8/2023,300
2713,C00040,1/11/2024,50
2714,C00075,4/21/2023,500
2715,C00058,2/24/2024,1000
2716,C00651,2/6/2024,5000
2717,C00911,1/12/2024,1000
2718,C00236,8/7/2023,200
2719,C00745,8/9/2023,500
2720,C00759,6/29/2023,50
2721,C00843,5/23/2023,500
2722,C00628,8/16/2023,100
2723,C00122,11/25/2023,100
2724,C00709,3/4/2023,200
2725,C00250,10/19/2023,300
2726,C00601,5/6/2023,200
2727,C00178,9/23/2023,500
2728,C00961,12/7/2023,500
2729,C00610,5/8/2023,200
2730,C00667,6/6/2023,50
2731,C00190,3/15/2023,1000
2732,C00367,3/21/2023,100
2733,C00229,11/11/2023,50
2734,C00750,6/5/2023,100
2735,C00510,5/18/2023,100
2736,C00336,12/5/2023,100
2737,C00381,11/2/2023,200
2738,C00134,4/13/2023,5000
2739,C00984,1/12/2024,500
2740,C00698,2/12/2024,200
2741,C00850,3/8/2023,200
2742,C00375,8/7/2023,500
2743,C00639,3/15/2023,300
2744,C00462,7/9/2023,1000
2745,C00709,3/2/2023,50
2746,C00259,10/28/2023,100
2747,C00433,6/25/2023,100
2748,C00947,1/7/2024,50
2749,C00789,1/5/2024,300
2750,C00546,5/28/2023,300
2751,C00885,12/6/2023,50
2752,C00467,3/1/2023,100
2753,C00850,5/14/2023,50
2754,C00102,9/24/2023,500
2755,C00584,4/8/2023,500
2756,C00249,10/5/2023,100
2757,C00293,2/23/2024,300
2758,C00584,3/24/2023,2000
2759,C00103,8/5/2023,500
2760,C00364,7/19/2023,1000
2761,C00051,7/21/2023,500
2762,C00058,2/12/2024,500
2763,C00308,9/10/2023,50
2764,C00766,12/1/2023,300
2765,C00235,12/4/2023,300
2766,C00502,2/5/2024,200
2767,C00414,8/2/2023,1000
2768,C00834,8/11/2023,100
2769,C00462,1/16/2024,200
2770,C00773,10/17/2023,100
2771,C00755,3/3/2023,1000
2772,C00365,5/22/2023,2000
2773,C00167,9/14/2023,300
2774,C00856,10/24/2023,500
2775,C00971,8/9/2023,50
2776,C00505,12/27/2023,300
2777,C00051,8/12/2023,300
2778,C00040,7/29/2023,5000
2779,C00074,10/6/2023,1000
2780,C00063,12/2/2023,100
2781,C00923,2/21/2024,200
2782,C00645,10/16/2023,50
2783,C00989,6/26/2023,2000
2784,C00738,3/28/2023,1000
2785,C00874,2/6/2024,100
2786,C00098,12/24/2023,2000
2787,C00183,8/21/2023,100
2788,C00846,10/23/2023,100
2789,C00166,5/3/2023,1000
2790,C00677,3/7/2023,100
2791,C00544,6/7/2023,2000
2792,C00030,12/21/2023,500
2793,C00626,6/24/2023,300
2794,C00641,11/20/2023,2000
2795,C00191,10/18/2023,500
2796,C00409,8/15/2023,50
2797,C00898,4/28/2023,50
2798,C00110,3/16/2023,50
2799,C00416,7/30/2023,1000
2800,C00873,7/6/2023,500
2801,C00406,1/20/2024,200
2802,C00238,6/11/2023,100
2803,C00553,1/25/2024,1000
2804,C00427,6/22/2023,100
2805,C00167,6/3/2023,100
2806,C00314,3/1/2023,2000
2807,C00347,7/31/2023,1000
2808,C00041,1/25/2024,5000
2809,C00060,11/2/2023,200
2810,C00077,1/7/2024,500
2811,C00755,4/3/2023,5000
2812,C00597,7/28/2023,5000
2813,C00880,2/6/2024,2000
2814,C00355,6/3/2023,1000
2815,C00122,8/7/2023,50
2816,C00131,12/1/2023,300
2817,C00183,7/21/2023,2000
2818,C00667,4/18/2023,50
2819,C00979,2/23/2024,500
2820,C00250,7/23/2023,500
2821,C00237,2/2/2024,50
2822,C00695,7/20/2023,500
2823,C00891,1/15/2024,50
2824,C00100,12/28/2023,200
2825,C00241,11/18/2023,1000
2826,C00779,3/18/2023,100
2827,C00302,5/28/2023,500
2828,C00449,2/20/2024,300
2829,C00183,1/10/2024,1000
2830,C00345,2/21/2024,200
2831,C00694,1/12/2024,100
2832,C00090,11/29/2023,500
2833,C00255,5/9/2023,50
2834,C00628,5/3/2023,200
2835,C00252,12/10/2023,500
2836,C00546,7/19/2023,2000
2837,C00296,1/5/2024,200
2838,C00817,3/9/2023,100
2839,C00124,5/27/2023,200
2840,C00875,7/10/2023,100
2841,C00831,8/16/2023,100
2842,C00586,8/22/2023,50
2843,C00584,2/20/2024,100
2844,C00268,6/10/2023,500
2845,C00827,9/19/2023,200
2846,C00537,9/29/2023,2000
2847,C00555,4/1/2023,50
2848,C00283,12/23/2023,100
2849,C00596,4/21/2023,2000
2850,C00981,11/25/2023,100
2851,C00559,12/24/2023,50
2852,C00124,8/19/2023,500
2853,C00652,9/10/2023,2000
2854,C00959,12/22/2023,200
2855,C00501,11/4/2023,200
2856,C00714,11/16/2023,500
2857,C00777,12/11/2023,100
2858,C00810,3/12/2023,1000
2859,C00210,2/21/2024,50
2860,C00687,4/3/2023,100
2861,C00722,7/2/2023,500
2862,C00533,1/5/2024,50
2863,C00378,5/7/2023,200
2864,C00239,5/26/2023,50
2865,C00564,7/19/2023,5000
2866,C00447,4/8/2023,50
2867,C00376,10/4/2023,50
2868,C00266,7/7/2023,200
2869,C00090,5/2/2023,500
2870,C00998,5/31/2023,5000
2871,C00668,11/24/2023,50
2872,C00884,9/29/2023,200
2873,C00481,2/20/2024,1000
